simb,n_simb,ucar_id,descr_ucar,tipo,cap_uso,ucar_ip,act
Mpu11,1,1495,Asociacion Maipu 11,Asociacion,IIIws,NA,0
Mpu12,1,1496,Complejo Maipu 12,Complejo,NA,NA,1
Mpu13,1,1497,Complejo Maipu 13,Complejo,NA,NA,1
Mpu14,1,1498,Complejo Maipu 14,Complejo,NA,NA,1
Mpu15,1,1499,Consociacion Maipu 15,Consociacion,NA,NA,1
Mpu16,1,1500,Complejo Maipu 16,Complejo,NA,NA,1
Mpu17,1,1501,Complejo Maipu 17,Complejo,NA,NA,1
Mpu18,1,1502,Complejo Maipu 18,Complejo,NA,NA,1
Mpu19,1,1503,Complejo Maipu 19,Complejo,IIIws,NA,1
Mpu2,1,1504,Complejo Maipu 2,Complejo,NA,NA,1
Mpu20,1,1505,Complejo Maipu 20,Complejo,NA,NA,1
Mpu21,1,1506,Complejo Maipu 21,Complejo,NA,NA,1
Mpu22,1,1507,Complejo Maipu 22,Complejo,NA,NA,1
Mpu24,1,1508,Asociacion Maipu 24,Asociacion,NA,NA,1
Mpu25,1,1509,Asociacion Maipu 25,Asociacion,NA,NA,1
Mpu27,1,1510,Complejo Maipu 27,Complejo,NA,NA,1
Mpu28,1,1511,Consociacion Maipu 28,Consociacion,NA,NA,1
Mpu29,1,1512,Complejo Maipu 29,Complejo,NA,NA,1
Mpu3,1,1513,Complejo Maipu 3,Complejo,NA,NA,1
Mpu32,1,1514,Asociacion Maipu 32,Asociacion,NA,NA,1
Mpu4,1,1515,Complejo Maipu 4,Complejo,NA,NA,1
Mpu5,1,1516,Complejo Maipu 5,Complejo,NA,NA,1
Mpu6,1,1517,Complejo Maipu 6,Complejo,NA,NA,1
Mpu7,1,1518,Complejo Maipu 7,Complejo,NA,NA,1
Mpu8,1,1519,Complejo Maipu 8,Complejo,NA,NA,1
Mpu9,1,1520,Complejo Maipu 9,Complejo,NA,NA,1
Mrs,1,1521,Complejo Morse,Complejo,IVws,42,0
Mrs1,1,1522,Complejo Morse 1,Complejo,VIws,38,0
Mrs2,1,1523,Complejo Morse 2,Complejo,VIws,33,0
Mrs3,1,1524,Complejo Morse 3,Complejo,VIws,22,0
Mrs4,1,1525,Complejo Morse 4,Complejo,VIws,35,0
MT1,1,1526,Complejo Maria Teresa 1,Complejo,IIIs,58,0
MT2,1,1527,Complejo Maria Teresa 2,Complejo,IIIs,52,0
Mte,1,1528,Asociacion Monte,Asociacion,NA,NA,1
Mte1,1,1529,Complejo Monte 1,Complejo,NA,NA,1
Mte2,1,1530,Asociacion Monte 2,Asociacion,NA,NA,1
Mv,1,1531,Complejo Monsalvo,Complejo,IIIws,34,0
Na,1,1532,Complejo Navarro,Complejo,NA,36,1
Na1,1,1533,Complejo Navarro 1,Complejo,NA,NA,1
Na10,1,1534,Complejo Navarro 10,Complejo,VIws,33,0
Na11,1,1535,Complejo Navarro 11,Complejo,Vws,60,0
Na12,1,1536,Complejo Navarro 12,Complejo,Vws,41,0
Na2,1,1537,Consociacion Navarro 2,Consociacion,IVws,47,0
Na3,1,1538,Complejo Navarro 3,Complejo,IVws,36,0
Na4,1,1539,Complejo Navarro 4,Complejo,VIws,29,0
Na7,1,1540,Asociacion Navarro 7,Asociacion,NA,38,1
Na8,1,1541,Consociacion Navarro 8,Consociacion,Vw,46,0
Na9,1,1542,Complejo Navarro 9,Complejo,VIws,33,0
Ne,1,1543,Asociacion Necochea,Asociacion,I-1,77,0
Ne1,1,1544,Complejo Necochea 1,Complejo,IIIs,56,0
Ne10,1,1545,Consociacion Necochea 10,Consociacion,IIw,73,0
Ne11,1,1546,Asociacion Necochea 11,Asociacion,IIw,71,0
Ne12,1,1547,Asociacion Necochea 12,Asociacion,IIw,72,0
Ne13,1,1548,Consociacion Necochea 13,Consociacion,IIs,77,0
Ne14,1,1549,Complejo Necochea 14,Complejo,IIw,76,0
Ne15,1,1550,Asociacion Necochea 15,Asociacion,IIs,72,0
Ne16,1,1551,Complejo Necochea 16,Complejo,IVws,40,0
Ne17,1,1552,Complejo Necochea 17,Complejo,IVws,52,0
Ne18,1,1553,Complejo Necochea 18,Complejo,IVws,45,0
Ne19,1,1554,Consociacion Necochea 19,Consociacion,IIw,78,0
Ne2,1,1555,Necochea 2,NA,IIw,75,0
Ne20,1,1556,Complejo Necochea 20,Complejo,IIs,68,0
Ne21,1,1557,Necochea 21,NA,IIw,65,0
Ne22,1,1558,Complejo Necochea 22,Complejo,IIw,73,0
Ne23,1,1559,Consociacion Necochea 23,Consociacion,IIs,76,0
Ne24,1,1560,Necochea 24,NA,NA,0,0
Ne3,1,1561,Consociacion Necochea 3,Consociacion,IIs,75,0
Ne4,1,1562,Consociacion Necochea 4,Consociacion,IIIe,69,0
Ne5,1,1563,Complejo Necochea 5,Complejo,IIw,54,0
Ne6,1,1564,Complejo Necochea 6,Complejo,IIw,69,0
Ne7,1,1565,Complejo Necochea 7,Complejo,IIIws,63,0
Ne8,1,1566,Asociacion Necochea 8,Asociacion,IIw,74,0
Ne9,1,1567,Consociacion Necochea 9,Consociacion,IIe,84,0
NJ,1,1568,Complejo Nueve de Julio,Complejo,VIws,31,0
NJ1,1,1569,Complejo Nueve de Julio 1,Complejo,IVws,40,0
NJ10,1,1570,Complejo Nueve de Julio 10,Complejo,IVws,33,0
NJ11,1,1571,Complejo Nueve de Julio 11,Complejo,IVws,41,0
NJ12,1,1572,Complejo Nueve de Julio 12,Complejo,IVws,37,0
NJ13,1,1573,Complejo Nueve de Julio 13,Complejo,IVws,36,0
NJ2,1,1574,Asociacion Nueve de Julio 2,Asociacion,VIws,21,0
NJ3,1,1575,Complejo Nueve de Julio 3,Complejo,IIIws,58,0
NJ4,1,1576,Complejo Nueve de Julio 4,Complejo,IIIws,56,0
NJ5,1,1577,Complejo Nueve de Julio 5,Complejo,V,53,0
NJ6,1,1578,Complejo Nueve de Julio 6,Complejo,IVws,40,0
NJ7,1,1579,Complejo Nueve de Julio 7,Complejo,IVws,41,0
NJ8,1,1580,Complejo Nueve de Julio 8,Complejo,IVws,53,0
NJ9,1,1581,Complejo Nueve de Julio 9,Complejo,IVws,43,0
No,1,1582,Asociacion Norumbega,Asociacion,IVws,31,0
No1,1,1583,Consociacion Norumbega 1,Consociacion,IIIs,53,0
No10,1,1584,Complejo Norumbega 10,Complejo,IVws,50,0
No11,1,1585,Complejo Norumbega 11,Complejo,IIIws,60,0
No12,1,1586,Complejo Norumbega 12,Complejo,IIIws,51,0
No13,1,1587,Consociacion Norumbega 13,Consociacion,IIIws,55,0
No14,1,1588,Asociacion Norumbega 14,Asociacion,IIIes,50,0
No15,1,1589,Complejo Norumbega 15,Complejo,IIIws,58,0
No16,1,1590,Complejo Norumbega 16,Complejo,IIIws,53,0
No17,1,1591,Complejo Norumbega 17,Complejo,IIIws,53,0
No18,1,1592,Complejo Norumbega 18,Complejo,IIIes,53,0
No19,1,1593,Complejo Norumbega 19,Complejo,IVws,33,0
No2,1,1594,Asociacion Norumbega 2,Asociacion,IVes,40,0
No20,1,1595,Complejo Norumbega 20,Complejo,IIIs,60,0
No21,1,1596,Complejo Norumbega 21,Complejo,IIIs,63,0
No22,1,1597,Complejo Norumbega 22,Complejo,IIIws,50,0
No23,1,1598,Complejo Norumbega 23,Complejo,IIIs,64,0
No24,1,1599,Complejo Norumbega 24,Complejo,IIIs,63,0
No25,1,1600,Complejo Norumbega 25,Complejo,IVws,34,0
No26,1,1601,Complejo Norumbega 26,Complejo,IIIes,56,0
No27,1,1602,Consociacion Norumbega 27,Consociacion,IIIs,61,0
No28,1,1603,Consociacion Norumbega 28,Consociacion,IIIs,58,0
No29,1,1604,Consociacion Norumbega 29,Consociacion,IIIs,59,0
No3,1,1605,Asociacion Norumbega 3,Asociacion,IIIes,52,0
No30,1,1606,Complejo Norumbega 30,Complejo,IIIs,64,0
No31,1,1607,Complejo Norumbega 31,Complejo,IIIs,63,0
No32,1,1608,Complejo Norumbega 32,Complejo,IIIws,67,0
No33,1,1609,Complejo Norumbega 33,Complejo,IIIws,48,0
No34,1,1610,Asociacion Norumbega 34,Asociacion,IIIs,59,0
No35,1,1611,Consociacion Norumbega 35,Consociacion,IVs,48,0
No4,1,1612,Complejo Norumbega 4,Complejo,IIIws,59,0
No5,1,1613,Asociacion Norumbega 5,Asociacion,IIIws,51,0
No6,1,1614,Asociacion Norumbega 6,Asociacion,IVws,36,0
No7,1,1615,Consociacion Norumbega 7,Consociacion,IIIws,58,0
No8,1,1616,Complejo Norumbega 8,Complejo,IIIws,63,0
No9,1,1617,Complejo Norumbega 9,Complejo,IIIws,64,0
Np,1,1618,Consociacion Napaleofu,Consociacion,Vw,32,0
Np1,1,1619,Complejo Napaleofu 1,Complejo,VIw,41,0
Np2,1,1620,Complejo Napaleofu 2,Complejo,VIws,26,0
Np3,1,1621,Complejo Napaleofu 3,Complejo,IIIw,52,0
Npa1,1,1622,Asociacion Naposta 1,Asociacion,NA,NA,1
Npa2,1,1623,Asociacion Naposta 2,Asociacion,IVsc,NA,0
NRo,1,1624,Asociacion Nueva Roma,Asociacion,VI,18,0
Och1,1,1625,Complejo Ochandio 1,Complejo,IIs,79,0
Och10,1,1626,Complejo Ochandio 10,Complejo,IIIws,0,0
Och11,1,1627,Complejo Ochandio 11,Complejo,IVes,0,0
Och2,1,1628,Complejo Ochandio 2,Complejo,IIIws,62,0
Och3,1,1629,Asociacion Ochandio 3,Asociacion,IIs,69,0
Och4,1,1630,Complejo Ochandio 4,Complejo,IIIws,66,0
Och5,1,1631,Consociacion Ochandio 5,Consociacion,IIw,69,0
Och6,1,1632,Consociacion Ochandio 6,Consociacion,IIs,76,0
Och7,1,1633,Complejo Ochandio 7,Complejo,IIIws,69,0
Och8,1,1634,Asociacion Ochandio 8,Asociacion,IIIes,69,0
Och9,1,1635,Complejo Ochandio 9,Complejo,IIIs,71,0
OH,1,1636,Consociacion O Higgins,Consociacion,I-1,92,0
OH1,1,1637,Consociacion O Higgins 1,Consociacion,I-1,90,0
OH10,1,1638,Asociacion O Higgins 10,Asociacion,IIw,86,0
OH11,1,1639,Asociacion O Higgins 11,Asociacion,IIw,86,0
OH12,1,1640,Complejo O Higgins 12,Complejo,IIw,79,0
OH13,1,1641,Complejo Villa Moll 13,Complejo,VIws,0,0
OH14,1,1642,Asociacion O Higgins 14,Asociacion,IIw,87,0
OH15,1,1643,Asociacion O Higgins 15,Asociacion,IIw,76,0
OH16,1,1644,Complejo O Higgins 16,Complejo,IIIws,68,0
OH17,1,1645,Complejo O Higgins 17,Complejo,IIe,79,0
OH18,1,1646,Complejo O Higgins 18,Complejo,IIw,78,0
OH19,1,1647,Asociacion O Higgins 19,Asociacion,IIw,79,0
OH2,1,1648,Asociacion O Higgins 2,Asociacion,I-2,90,0
OH20,1,1649,Asociacion O Higgins 20,Asociacion,IIw,76,0
OH21,1,1650,Consociacion O Higgins 21,Consociacion,I-1,89,0
OH22,1,1651,Complejo O Higgins 22,Complejo,IIe,83,0
OH24,1,1652,Consociacion O Higgins 24,Consociacion,I-2,90,0
OH25,1,1653,Consociacion O Higgins 25,Consociacion,IIe,79,0
OH26,1,1654,Complejo O Higgins 26,Complejo,IIIw,68,0
OH27,1,1655,Consociacion O Higgins 27,Consociacion,IIs,92,0
OH28,1,1656,Complejo O Higgins 28,Complejo,IIs,83,0
OH29,1,1657,Complejo O Higgins 29,Complejo,IIIws,70,0
OH30,1,1658,Complejo O Higgins 30,Complejo,IIIws,65,0
OH31,1,1659,Complejo O Higgins 31,Complejo,IIIws,59,0
OH4,1,1660,Consociacion O Higgins 4,Consociacion,I-2,92,0
OH5,1,1661,Consociacion O Higgins 5,Consociacion,IIw,73,0
OH6,1,1662,Asociacion O Higgins 6,Asociacion,IIw,72,0
OH7,1,1663,Consociacion O Higgins 7,Consociacion,I-2,94,0
OH8,1,1664,Consociacion O Higgins 8,Consociacion,IIe,86,0
OH9,1,1665,Asociacion O Higgins 9,Asociacion,I-2,92,0
Ola,1,1666,Complejo Olavarria,Complejo,NA,39,1
Ola1,1,1667,Complejo Olavarria 1,Complejo,NA,34,1
Ola11,1,1668,Complejo Olavarria 11,Complejo,NA,40,1
Ola12,1,1669,Consociacion Olavarria 12,Consociacion,NA,42,1
Ola13,1,1670,Complejo Olavarria 13,Complejo,NA,41,1
Ola14,1,1671,Complejo Olavarria 14,Complejo,NA,45,1
Ola15,1,1672,Complejo Olavarria 15,Complejo,NA,NA,1
Ola16,1,1673,Complejo Olavarria 16,Complejo,NA,42,1
Ola17,1,1674,Asociacion Olavarria 17,Asociacion,IVes,48,0
Ola2,1,1675,Complejo Olavarria 2,Complejo,NA,47,1
Ola3,1,1676,Complejo Olavarria 3,Complejo,IVws,30,0
Ola4,1,1677,Complejo Olavarria 4,Complejo,NA,41,1
Ola5,1,1678,Complejo Olavarria 5,Complejo,NA,41,1
Ola6,1,1679,Complejo Olavarria 6,Complejo,NA,31,1
Ola7,1,1680,Complejo Olavarria 7,Complejo,NA,36,1
Ola8,1,1681,Complejo Olavarria 8,Complejo,NA,33,1
Ola9,1,1682,Complejo Olavarria 9,Complejo,NA,NA,1
Or1,1,1683,Complejo Ortiz de Rosas 1,Complejo,IIIws,62,0
Or10,1,1684,Consociacion Ortiz de Rosas 10,Consociacion,IIw,69,0
Or11,1,1685,Consociacion Ortiz de Rosas 11,Consociacion,IIw,70,0
Or12,1,1686,Ortiz de Rosas 12,NA,IIIws,59,0
Or13,1,1687,Complejo Ortiz de Rosas 13,Complejo,IVws,44,1
Or14,1,1688,Complejo Ortiz de Rosas 14,Complejo,VIws,23,0
Or15,1,1689,Complejo Ortiz de Rosas 15,Complejo,IVws,24,0
Or16,1,1690,Asociacion Ortiz de Rosas 16,Asociacion,IIIws,59,0
Or17,1,1691,Complejo Ortiz de Rosas 17,Complejo,IIIws,52,0
Or18,1,1692,Ortiz de Rosas 18,NA,IIIws,63,0
Or19,1,1693,Complejo Ortiz de Rosas 19,Complejo,IIIws,59,0
Or2,1,1694,Complejo Ortiz de Rosas 2,Complejo,IVws,47,0
Or20,1,1695,Consociacion Ortiz de Rosas 20,Consociacion,IIIws,68,0
Or21,1,1696,Complejo Ortiz de Rosas 21,Complejo,IIIws,68,0
Or22,1,1697,Complejo Ortiz de Rosas 22,Complejo,IVws,48,0
Or23,1,1698,Complejo Ortiz de Rosas 23,Complejo,IIIws,62,0
Or24,1,1699,Complejo Ortiz de Rosas 24,Complejo,IIw,70,0
Or25,1,1700,Complejo Ortiz de Rosas 25,Complejo,IIIws,63,0
Or26,1,1701,Ortiz de Rosas 26,NA,IIIws,52,0
Or27,1,1702,Complejo Ortiz de Rosas 27,Complejo,IIw,73,0
Or28,1,1703,Complejo Ortiz de Rosas 28,Complejo,IIIws,53,0
Or29,1,1704,Complejo Ortiz de Rosas 29,Complejo,IIw,70,0
Or3,1,1705,Asociacion Ortiz de Rosas 3,Asociacion,IVew,45,0
Or30,1,1706,Complejo Ortiz de Rosas 30,Complejo,IIw,72,0
Or31,1,1707,Complejo Ortiz de Rosas 31,Complejo,IIw,74,0
Or32,1,1708,Complejo Ortiz de Rosas 32,Complejo,IIIws,52,0
Or33,1,1709,Complejo Ortiz de Rosas 33,Complejo,IIIws,67,0
Or34,1,1710,Consociacion Ortiz de Rosas 34,Consociacion,IIw,77,0
Or35,1,1711,Complejo Ortiz de Rosas 35,Complejo,IIw,70,0
Or36,1,1712,Complejo Ortiz de Rosas 36,Complejo,IIw,72,0
Or37,1,1713,Complejo Ortiz de Rosas 37,Complejo,IIw,73,0
Or38,1,1714,Complejo Ortiz de Rosas 38,Complejo,IIw,70,0
Or39,1,1715,Complejo Ortiz de Rosas 39,Complejo,IIw,70,0
Or4,1,1716,Complejo Ortiz de Rosas 4,Complejo,IIIws,53,0
Or40,1,1717,Complejo Ortiz de Rosas 40,Complejo,IIw,72,0
Or41,1,1718,Complejo Ortiz de Rosas 41,Complejo,IIIws,65,0
Or42,1,1719,Complejo Ortiz de Rosas 42,Complejo,IIw,71,0
Or43,1,1720,Complejo Ortiz de Rosas 43,Complejo,IIw,71,0
Or44,1,1721,Complejo Ortiz de Rosas 44,Complejo,IIIws,54,0
Or46,1,1722,Complejo Ortiz de Rosas 46,Complejo,IIIws,57,0
Or47,1,1723,Complejo Ortiz de Rosas 47,Complejo,IIIw,67,0
Or48,1,1724,Complejo Ortiz de Rosas 48,Complejo,IIs,71,0
Or49,1,1725,Complejo Ortiz de Rosas 49,Complejo,IIIws,59,0
Or5,1,1726,Complejo Ortiz de Rosas 5,Complejo,IIIws,62,0
Or6,1,1727,Complejo Ortiz de Rosas 6,Complejo,IIIws,64,0
Or7,1,1728,Complejo Ortiz de Rosas 7,Complejo,IIIws,61,0
Or8,1,1729,Complejo Ortiz de Rosas 8,Complejo,IIIws,64,0
Or9,1,1730,Complejo Ortiz de Rosas 9,Complejo,IIIws,62,0
Os,1,1731,Complejo Orense,Complejo,VIws,22,0
Os1,1,1732,Complejo Orense 1,Complejo,VIws,24,0
Os2,1,1733,Complejo Orense 2,Complejo,NA,0,0
OT,1,1734,Complejo Ostende,Complejo,VIws,13,0
Pa,1,1735,Asociacion Payro,Asociacion,VIws,42,0
PAlt,1,1736,Asociacion Punta Alta,Asociacion,VI,30,0
Pas1,1,1737,Asociacion Piedritas 1,Asociacion,IIIs,56,0
Pas10,1,1738,Asociacion Piedritas 10,Asociacion,IVws,41,0
Pas11,1,1739,Complejo Piedritas 11,Complejo,IVws,42,0
Pas12,1,1740,Asociacion Piedritas 12,Asociacion,IIIws,46,0
Pas13,1,1741,Complejo Piedritas 13,Complejo,IIIs,48,0
Pas14,1,1742,Complejo Piedritas 14,Complejo,IVws,28,0
Pas15,1,1743,Asociacion Piedritas 15,Asociacion,IIIws,41,0
Pas16,1,1744,Complejo Piedritas 16,Complejo,IIIws,37,0
Pas17,1,1745,Asociacion Piedritas 17,Asociacion,IIIes,43,0
Pas18,1,1746,Asociacion Piedritas 18,Asociacion,IVws,39,0
Pas19,1,1747,Consociacion Piedritas 19,Consociacion,IVws,42,0
Pas2,1,1748,Complejo Piedritas 2,Complejo,IIIw,52,0
Pas20,1,1749,Complejo Piedritas 20,Complejo,VIws,24,0
Pas21,1,1750,Asociacion Piedritas 21,Asociacion,IVws,38,0
Pas22,1,1751,Complejo Piedritas 22,Complejo,IVws,30,0
Pas23,1,1752,Complejo Piedritas 23,Complejo,IVws,29,0
Pas24,1,1753,Complejo Piedritas 24,Complejo,IVes,36,0
Pas25,1,1754,Asociacion Piedritas 25,Asociacion,IVes,32,0
Pas26,1,1755,Piedritas 26,NA,IIIs,53,0
Pas27,1,1756,Complejo Piedritas 27,Complejo,IIIs,56,0
Pas3,1,1757,Consociacion Piedritas 3,Consociacion,IVws,46,0
Pas4,1,1758,Consociacion Piedritas 4,Consociacion,IIIws,53,0
Pas5,1,1759,Consociacion Piedritas 5,Consociacion,IIIs,50,0
Pas6,1,1760,Piedritas 6,NA,IVs,49,0
Pas7,1,1761,Piedritas 7,NA,VIws,29,0
Pas8,1,1762,Consociacion Piedritas 8,Consociacion,IVs,48,0
Pas9,1,1763,Consociacion Piedritas 9,Consociacion,IIIs,54,0
Pch1,1,1764,Complejo Pichincha 1,Complejo,IVs,49,0
Pch10,1,1765,Complejo Pichincha 10,Complejo,IIIs,60,0
Pch11,1,1766,Complejo Pichincha 11,Complejo,IVw,43,0
Pch12,1,1767,Complejo Pichincha 12,Complejo,IVws,41,0
Pch13,1,1768,Complejo Pichincha 13,Complejo,IVws,45,0
Pch14,1,1769,Complejo Pichincha 14,Complejo,VIws,37,0
Pch15,1,1770,Complejo Pichincha 15,Complejo,IVws,45,0
Pch16,1,1771,Complejo Pichincha 16,Complejo,VIws,38,0
Pch17,1,1772,Complejo Pichincha 17,Complejo,VIws,31,0
Pch18,1,1773,Complejo Pichincha 18,Complejo,IVws,53,0
Pch2,1,1774,Complejo Pichincha 2,Complejo,IVs,46,0
Pch3,1,1775,Complejo Pichincha 3,Complejo,IVw,55,0
Pch4,1,1776,Complejo Pichincha 4,Complejo,IVw,49,0
Pch5,1,1777,Complejo Pichincha 5,Complejo,VIws,32,0
Pch6,1,1778,Complejo Pichincha 6,Complejo,IVws,38,0
Pch7,1,1779,Complejo Pichincha 7,Complejo,IIIws,54,0
Pch8,1,1780,Complejo Pichincha 8,Complejo,IVws,43,0
Pch9,1,1781,Complejo Pichincha 9,Complejo,IIIws,51,0
Pe,1,1782,Consociacion Pergamino,Consociacion,I-1,79,0
Pe1,1,1783,Consociacion Pergamino 1,Consociacion,IIe,71,0
Pe11,1,1784,Asociacion Pergamino 11,Asociacion,I-1/IIw,79,0
Pe12,1,1785,Asociacion Pergamino 12,Asociacion,IIw,73,0
Pe13,1,1786,Asociacion Pergamino 13,Asociacion,IIw,73,0
Pe14,1,1787,Asociacion Pergamino 14,Asociacion,IIw,71,0
Pe15,1,1788,Complejo Pergamino 15,Complejo,IIIe,61,0
Pe16,1,1789,Complejo Pergamino 16,Complejo,IIIe,52,0
Pe17,1,1790,Complejo Pergamino 17,Complejo,IIIw,55,0
Pe18,1,1791,Complejo Pergamino 18,Complejo,IIIe,57,0
Pe19,1,1792,Complejo Pergamino 19,Complejo,IIIe,54,0
Pe2,1,1793,Consociacion Pergamino 2,Consociacion,IIIe,54,0
Pe20,1,1794,Consociacion Pergamino 20,Consociacion,IIIw,65,0
Pe21,1,1795,Asociacion Pergamino 21,Asociacion,IVes,47,0
Pe3,1,1796,Consociacion Pergamino 3,Consociacion,IVe,39,0
Pe4,1,1797,Consociacion Pergamino 4,Consociacion,I-1,77,0
Pe5,1,1798,Consociacion Pergamino 5,Consociacion,IVe,39,0
Pe6,1,1799,Consociacion Pergamino 6,Consociacion,IIIe,52,0
Pe7,1,1800,Consociacion Pergamino 7,Consociacion,IIw,69,0
Pe8,1,1801,Consociacion Pergamino 8,Consociacion,IIIew,68,0
Pe9,1,1802,Consociacion Pergamino 9,Consociacion,IIIe,56,0
Ph,1,1803,Complejo Pillahuinco,Complejo,IVs,33,0
Ph1,1,1804,Complejo Pillahuinco 1,Complejo,IVws,26,0
Ph10,1,1805,Complejo Pillahuinco 10,Complejo,IVes,0,0
Ph11,1,1806,Complejo Pillahuinco 11,Complejo,NA,0,0
Ph2,1,1807,Complejo Pillahuinco 2,Complejo,IVs,27,0
Ph3,1,1808,Complejo Pillahuinco 3,Complejo,IVs,25,0
Ph4,1,1809,Complejo Pillahuinco 4,Complejo,IVws,31,0
Ph5,1,1810,Complejo Pillahuinco 5,Complejo,IVws,24,0
Ph7,1,1811,Asociacion Pillahuinco 7,Asociacion,IVs,35,0
PI,1,1812,Asociacion Punta Indio,Asociacion,VIs,49,0
Pi1,1,1813,Complejo Pila 1,Complejo,IIIws,65,0
Pi2,1,1814,Asociacion Pila 2,Asociacion,IIIws,58,0
Pi3,1,1815,Asociacion Pila 3,Asociacion,IIIws,67,0
Piedritas + Linc,1,1816,Piedritas,NA,IVs,49,0
Piedritas + Pehu,1,1817,Piedritas,NA,IIIs,53,0
Pig,1,1818,Consociacion Pigue,Consociacion,IIIsc,58,0
Pin,1,1819,Complejo Pinamar,Complejo,IVws,31,0
Pje,1,1820,Consociacion Phajouape,Consociacion,IVs,47,0
Pjo,1,1821,Consociacion Pehuajo,Consociacion,IIs,69,0
Pjo1,1,1822,Asociacion Pehuajo 1,Asociacion,IIIs,59,0
PLA,1,1823,Consociacion Paraje Los Angeles,Consociacion,IVs,39,0
PM,1,1824,Consociacion Punta Medanos,Consociacion,VIIes,13,0
PM1,1,1825,Complejo Punta Medanos 1,Complejo,VIIew,12,0
PM2,1,1826,Complejo Punta Medanos 2,Complejo,VIIes,10,0
PM3,1,1827,Complejo Punta Medanos 3,Complejo,VIIes,15,0
PM4,1,1828,Complejo Punta Medanos 4,Complejo,VIIes,19,0
PM5,1,1829,Complejo Punta Medanos 5,Complejo,VIIes,15,0
Pn,1,1830,Complejo Puan,Complejo,IVs,45,0
Pn1,1,1831,Complejo Puan 1,Complejo,IIIws,49,0
Pn2,1,1832,Asociacion Puan 2,Asociacion,IVws,40,0
Pn3,1,1833,Complejo Puan 3,Complejo,IIIs,44,0
Pn4,1,1834,Puan 4,NA,IIIs,59,0
Pn5,1,1835,Complejo Puan 5,Complejo,NA,0,0
Po,1,1836,Consociacion Portela,Consociacion,IIIes,66,0
Po1,1,1837,Consociacion Portela 1,Consociacion,IVe,33,0
Po10,1,1838,Consociacion Portela 10,Consociacion,IIIes,68,0
Po11,1,1839,Asociacion Portela 11,Asociacion,IIIes,67,0
Po12,1,1840,Complejo Portela 12,Complejo,IIIew,60,0
Po13,1,1841,Asociacion Portela 13,Asociacion,IIIes,66,0
Po14,1,1842,Asociacion Portela 14,Asociacion,IIIes,50,0
Po15,1,1843,Asociacion Portela 15,Asociacion,IIIes,63,0
Po16,1,1844,Complejo Portela 16,Complejo,IVes,39,0
Po17,1,1845,Asociacion Portela 17,Asociacion,IIIes,50,0
Po2,1,1846,Consociacion Portela 2,Consociacion,IIIe,52,0
Po3,1,1847,Consociacion Portela 3,Consociacion,IIIes,48,0
Po4,1,1848,Consociacion Portela 4,Consociacion,IIIes,66,0
Po5,1,1849,Asociacion Portela 5,Asociacion,IVes,46,0
Po7,1,1850,Complejo Portela 7,Complejo,IVws,39,0
Po8,1,1851,Consociacion Portela 8,Consociacion,IIIes,51,0
Po9,1,1852,Asociacion Portela 9,Asociacion,IVe,36,0
Pot,1,1853,Complejo Poblet,Complejo,NA,0,0
Pot1,1,1854,Asociacion Poblet 1,Asociacion,VIws,13,0
Pot2,1,1855,Asociacion Poblet 2,Asociacion,NA,31,1
Pot3,1,1856,Consociacion Poblet 3,Consociacion,NA,17,1
Pp,1,1857,Consociacion Pipinas,Consociacion,IIIw,85,0
Pr,1,1858,Complejo Pieres,Complejo,Vw,72,0
PRo,1,1859,Asociacion Puerto Rosales,Asociacion,VII,20,0
Pt,1,1860,Complejo Patricios,Complejo,IVws,28,0
Pu,1,1861,Consociacion Pueblitos,Consociacion,VIws,37,0
Pv1,1,1862,Pirovano 1,NA,VIes,24,0
Py,1,1863,Consociacion Peyrano,Consociacion,IIs,75,0
Py1,1,1864,Consociacion Peyrano 1,Consociacion,IIIe,68,0
Py1x,1,1865,Consociacion Peyrano 1,Consociacion,I-2,NA,0
Py2x,1,1866,Consociacion Peyrano 2,Consociacion,IIes,56,0
Py3,1,1867,Asociacion Peyrano 3,Asociacion,IIs,68,0
Py4,1,1868,Asociacion Peyrano 4,Asociacion,IVws,49,0
Py6,1,1869,Consociacion Peyrano 6,Consociacion,IIIe,48,0
